dc,hf_month,hf_week,delivery_date,source,destination,sku,sku_category,randomized_delivery_quantity
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-48354,C_08,13
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-38323,C_05,163
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-11907,C_05,47
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-21541,C_01,403
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-17705,C_04,62
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-90173,C_05,533
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-26830,C_04,215
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-33584,C_05,118
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-42978,C_05,11
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-21165,C_06,28
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-82090,C_05,539
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-37900,C_05,209
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-35165,C_05,72
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-16422,C_08,203
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-81149,C_05,37
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-68337,C_05,28
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-11082,C_06,42
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-66351,C_08,17
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-73026,C_06,42
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-83997,C_08,108
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-79884,C_04,32
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-35198,C_05,394
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-61365,C_04,74
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-37900,C_05,312
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-19485,C_05,14
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-54779,C_05,32
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-61039,C_06,313
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-69272,C_06,22
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-15948,C_05,24
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-83606,C_06,65
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-43674,C_05,84
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-38323,C_05,78
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-74881,C_06,10
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-25977,C_05,662
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-78026,C_05,436
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-99873,C_05,110
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-60848,C_08,14
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-55494,C_06,275
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-18080,C_05,6
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-45450,C_06,133
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-61451,C_08,42
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-62985,C_08,122
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-18699,C_08,31
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-87973,C_04,7
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-16422,C_08,26
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-47825,C_05,396
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-62145,C_08,223
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-92240,C_01,91
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-14857,C_04,101
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-11331,C_05,47
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-25308,C_08,11
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-54292,C_05,1975
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-81744,C_08,84
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-66986,C_06,92
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-48035,C_08,38
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-14336,C_06,151
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-32641,C_06,84
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-31619,C_05,28
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-66351,C_08,12
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-39015,C_05,22
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-89730,C_08,7
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-31532,C_06,67
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-39646,C_06,19
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-71934,C_05,3456
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-62985,C_08,2
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-89150,C_08,84
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-82385,C_08,2
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-25936,C_06,25
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-89840,C_05,202
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-25977,C_05,122
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-10942,C_06,98
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-61365,C_04,108
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-61949,C_06,18
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-39646,C_06,701
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-57213,C_06,369
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-25977,C_05,286
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-85807,C_01,102
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-40891,C_08,400
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-33050,C_06,302
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-32641,C_06,65
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-44094,C_08,144
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-29227,C_08,418
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-81014,C_06,144
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-88857,C_08,50
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-73026,C_06,37
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-73026,C_06,11
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-26372,C_05,48
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-20347,C_01,13
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-88485,C_08,92
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-94275,C_06,63
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-72272,C_05,62
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-16422,C_08,313
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-11598,C_06,38
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-55494,C_06,372
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-54779,C_05,101
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-18080,C_05,84
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-99873,C_05,37
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-89751,C_08,1
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-73037,C_06,140
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-30275,C_06,16
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-54292,C_05,368
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-90016,C_06,168
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-89150,C_08,86
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-96768,C_03,361
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-84854,C_05,54
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-74231,C_08,30
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-44794,C_08,72
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-59031,C_05,78
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-89150,C_08,117
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-89150,C_08,53
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-18428,C_05,67
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-96704,C_06,124
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-26302,C_05,100
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-17097,C_06,206
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-92203,C_05,32
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-32443,C_05,60
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-94861,C_08,131
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-89150,C_08,492
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-55494,C_06,84
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-13951,C_04,34
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-70568,C_08,60
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-50557,C_05,38
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-18392,C_04,13
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-41243,C_05,146
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-13517,C_05,32
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-76124,C_08,43
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-16422,C_08,20
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-54292,C_05,1259
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-15604,C_06,64
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-68143,C_04,61
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-86973,C_08,42
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-78598,C_04,12
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-92951,C_03,528
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-79780,C_08,47
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-58861,C_04,67
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-90508,C_05,11
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-43032,C_08,947
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-45450,C_06,151
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-92951,C_03,491
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-49770,C_04,32
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-28247,C_08,28
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-61451,C_08,97
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-24594,C_05,45
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-92339,C_05,7
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-12097,C_08,140
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-58523,C_06,305
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-26856,C_01,42
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-51102,C_04,20
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-73037,C_06,50
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-60589,C_06,749
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-12999,C_06,5
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-42233,C_08,43
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-67434,C_06,9
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-65658,C_05,157
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-84748,C_05,230
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-62985,C_08,72
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-55494,C_06,151
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-67072,C_06,133
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-62059,C_04,4
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-60134,C_05,148
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-89840,C_05,674
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-94275,C_06,18
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-68414,C_08,1012
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-11141,C_08,10
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-38695,C_01,42
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-64732,C_05,365
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-84748,C_05,14
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-74774,C_08,252
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-72272,C_05,146
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-29778,C_06,12
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-37458,C_05,253
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-67445,C_05,51
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-38523,C_06,132
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-68284,C_08,24
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-11141,C_08,14
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-15258,C_01,14
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-20090,C_08,22
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-86740,C_05,720
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-59386,C_06,547
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-42490,C_05,118
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-80500,C_06,36
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-26302,C_05,212
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-61472,C_05,88
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-89636,C_03,15
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-40891,C_08,36
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-17050,C_05,72
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-88356,C_05,626
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-14336,C_06,23
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-25727,C_04,252
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-78026,C_05,827
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-44794,C_08,25
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-62890,C_07,51
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-34929,C_06,22
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-88356,C_05,302
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-67072,C_06,13
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-90173,C_05,204
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-85039,C_05,38
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-48204,C_06,1006
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-78026,C_05,328
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-96643,C_06,24
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-44545,C_08,118
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-53587,C_05,773
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-26856,C_01,52
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-82701,C_01,41
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-73514,C_08,66
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-48035,C_08,97
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-27295,C_01,419
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-32641,C_06,199
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-25010,C_05,355
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-24964,C_05,50
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-94275,C_06,54
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-85039,C_05,14
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-56415,C_08,27
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-26856,C_01,28
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-96643,C_06,24
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-24315,C_06,90
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-70225,C_05,272
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-94861,C_08,2
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-73136,C_05,32
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-92940,C_05,188
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-72365,C_05,863
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-86300,C_06,140
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-84824,C_05,30
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-84824,C_05,28
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-72365,C_05,156
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-91319,C_05,142
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-94174,C_05,11
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-45604,C_04,8
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-73037,C_06,86
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-76124,C_08,42
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-14336,C_06,133
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-90138,C_04,32
FI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-85807,C_01,2
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-11082,C_06,65
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-12097,C_08,38
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-29418,C_08,26
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-95119,C_04,5
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-83997,C_08,1084
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-35984,C_08,49
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-14940,C_08,46
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-20237,C_05,182
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-34444,C_01,6
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-92951,C_03,348
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-33748,C_05,65
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-61451,C_08,752
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-83997,C_08,314
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-87823,C_08,297
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-16820,C_08,185
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-53587,C_05,110
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-27457,C_08,110
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-67554,C_05,384
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-60589,C_06,415
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-50608,C_08,33
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-12097,C_08,180
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-55650,C_08,28
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-56739,C_08,28
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-79190,C_05,563
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-37900,C_05,178
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-50557,C_05,17
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-75456,C_06,25
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-71613,C_04,65
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-70178,C_05,72
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-68143,C_04,196
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-11331,C_05,35
PI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-70439,C_05,24
FI,2024-08,2024-W33,2024-08-10,overkitting_waste,donation,alias-22002,C_05,53
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-48035,C_08,12
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-39965,C_08,144
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-74774,C_08,19
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-96704,C_06,92
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-42233,C_08,41
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-44094,C_08,126
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-25936,C_06,68
PI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-95281,C_08,60
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-59031,C_05,20
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-13517,C_05,13
FI,2024-08,2024-W34,2024-08-17,overkitting_waste,donation,alias-18392,C_04,6
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-17097,C_06,235
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-48204,C_06,67
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-46130,C_08,4
PI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-21882,C_05,24
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-18699,C_08,37
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-60811,C_04,161
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-57213,C_06,58
PI,2024-07,2024-W29,2024-07-13,overkitting_waste,donation,alias-94275,C_06,146
FI,2024-08,2024-W32,2024-08-03,overkitting_waste,donation,alias-66500,C_06,139
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-82090,C_05,432
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-56800,C_06,22
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-18392,C_04,36
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-67434,C_06,83
PI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-65658,C_05,58
FI,2024-07,2024-W30,2024-07-20,overkitting_waste,donation,alias-95281,C_08,66
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-92195,C_01,24
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-83548,C_08,48
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-92195,C_01,36
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-63543,C_08,242
PI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-68414,C_08,271
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-72466,C_05,115
FI,2024-07,2024-W27,2024-06-29,overkitting_waste,donation,alias-80641,C_08,23
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-58361,C_08,120
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-44545,C_08,426
PI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-82385,C_08,10
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-34054,C_08,16
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-67490,C_05,166
FI,2024-08,2024-W35,2024-08-24,overkitting_waste,donation,alias-21805,C_05,157
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-73037,C_06,41
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-72272,C_05,73
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-15786,C_06,42
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-45430,C_06,186
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-23507,C_06,89
PI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-14226,C_04,151
FI,2024-08,2024-W31,2024-07-27,overkitting_waste,donation,alias-24098,C_01,14
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-96827,C_06,5
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-45949,C_06,95
FI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-29418,C_08,101
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-26823,C_08,62
PI,2024-07,2024-W28,2024-07-06,overkitting_waste,donation,alias-21488,C_08,103
